topics,topn,ranker,model,epoch,rouge,bleu,bleu_list,exact_match,f1,elapsed_time
all,topn1,bm25,seq2seq,100,1.731681603892965,0.2870496675589867,"0.907166616268247,0.24103079633484517,1.2547292305837255e-06,2.9036239837347725e-09",0.0,1.7646516350029635,5025.347238063812
all,topn1,bm25,acg,100,26.14015799424148,10.001672658323232,"16.90087991011649,11.34689160786037,7.421274958573683,4.3376441567423845",1.6304347826086956,28.05694938139557,9410.947685718536
all,topn1,bm25,hredqs,100,2.0597355784407494,0.6291809360948318,"1.6848033786524386,0.5529295492195991,0.27895422254318814,3.6593964101795326e-05",0.0,2.0665545153783818,1851.5796210765839
all,topn1,qld,seq2seq,100,1.9894801682510024,0.6515836786976715,"1.7289907519092362,0.6148203800085954,0.2624924045986216,3.117827423248604e-05",0.0,2.050450308533347,1907.5795781612399
all,topn1,qld,acg,100,23.487167004155783,7.722150563938731,"14.975041597331543,8.526486572554292,4.825292708717682,2.5617813771514055",1.5,25.642061997481896,3283.179370164871
all,topn1,qld,hredqs,100,1.890887781923705,0.7842147267919475,"1.8745625662805256,0.8273499757578063,0.4348975012319809,4.886389747664717e-05",0.0,1.89587861661134,1551.9182269573212
all,topn100,bm25,seq2seq,100,35.940009914722204,19.94144075169875,"28.87815351583209,21.226419118117786,16.57222226407156,13.088968108773566",9.962406015037594,37.85460474932026,20875.040138244633
all,topn100,bm25,acg,100,42.942755028021494,23.976448615001196,"33.56215911227821,25.65671874699652,20.43438403146985,16.252532569260193",13.62781954887218,44.778592137807806,60961.87175607682
all,topn100,bm25,hredqs,100,48.74231316477415,28.802684060223342,"38.29698840239241,30.724009289801657,25.403872666644723,20.785865882054548",21.52255639097744,51.024143186770786,15155.851294040682
all,topn100,qld,seq2seq,100,39.947554380530356,21.227567631205584,"30.873493975900512,22.7246377710857,17.581762435892447,13.730376341943689",12.875939849624062,41.883530097226995,13205.867016792296
all,topn100,qld,acg,100,45.11335441446578,25.703156416027703,"36.43025702309657,27.700088000703122,21.662297110558892,17.019983529752217",16.917293233082706,46.94238580067518,22831.207912921906
all,topn100,qld,hredqs,100,52.17237399087139,30.637638347542985,"40.64873654298213,32.68303691042141,27.032781682476724,22.18599825429169",24.060150375939852,54.59162722024368,10448.991486310959
all,topn5,bm25,seq2seq,100,34.710652907295426,12.949622602155749,"18.674909599904506,13.902154334519523,10.786318271676612,8.43510820252236",13.90625,35.9940187991709,9339.37924337387
all,topn5,bm25,acg,100,45.52318208483289,19.83304298394178,"27.359872187454748,21.259105571040323,17.073941193732818,13.639252983539244",21.875,47.18462427568552,41904.04387831688
all,topn5,bm25,hredqs,100,52.35397748527818,32.189357725182035,"41.78279031885664,33.91986002322846,28.72923705545626,24.325543503186754",27.500000000000004,54.358677951415174,8337.824022769928
all,topn5,qld,seq2seq,100,33.21695987070855,16.03865654424979,"23.81670183900756,17.066609181270223,13.112772367428285,10.158542789293087",13.141025641025644,35.033980008337345,12001.200258493423
all,topn5,qld,acg,100,42.9282003668379,25.12239737310509,"34.6555543665896,26.65378502201476,21.539673830192164,17.640576273623843",19.871794871794872,45.027644147829264,33597.80434060097
all,topn5,qld,hredqs,100,48.1743590730821,29.786343295866565,"40.848797368791054,31.486266814023388,25.712287609960683,21.098021390691134",21.9551282051282,51.18338632086139,8879.785374641418
antique,topn1,bm25,seq2seq,100,4.0890891397346225,0.6345847456855868,"2.5383389411638846,4.1450901333848365e-08,1.2038134379080574e-10,7.179506712925133e-12",0.0,4.4480519480519485,1142.0756723880768
antique,topn1,bm25,acg,100,73.78707668245002,37.16137940637826,"47.577501131483494,40.144975581422294,33.59619394148613,27.32684697112112",33.33333333333333,75.02040648350717,3362.6776056289673
antique,topn1,bm25,hredqs,100,2.79624863760732,0.3686975188955998,"1.474790044157293,3.131908223361532e-08,9.952543934588639e-11,6.498524608194978e-12",0.0,2.592592592592593,986.2413895130156
antique,topn1,qld,seq2seq,100,1.3867625342078795,0.6389197411472992,"2.5556789295022346,3.49950749857156e-08,8.73598705471988e-11,4.5273906614516586e-12",0.0,1.4932983682983685,841.406816482544
antique,topn1,qld,acg,100,41.24949352914784,3.217632421559029,"6.590724165983246,3.468840930118539,1.9248887639708014,0.8860758261635311",0.0,44.717048738567506,1797.1365242004395
antique,topn1,qld,hredqs,100,4.725654592964831,2.708772012673865,"6.7603547685503935,2.546186302248547,1.528327790713235,0.00021918918328519857",0.0,4.956941206941207,570.1192884445189
antique,topn100,bm25,seq2seq,100,55.18701690484161,36.46796558077532,"48.676391139898065,38.23372385570614,31.91934462552688,27.042402701970193",26.171875,57.242874125452545,9374.5051510334
antique,topn100,bm25,acg,100,70.39830457027615,44.12774890421234,"53.65885092699534,46.06219042923864,40.81833102865839,35.971623231957004",42.96875,71.88217439275591,37621.13398361206
antique,topn100,bm25,hredqs,100,78.39983901402053,44.92056185682739,"49.54710847286245,45.83211249969382,43.25795145879528,41.04507499595802",59.765625,80.07808047021494,4450.523214578629
antique,topn100,qld,seq2seq,100,59.637771374112546,40.782918805576074,"50.13861929485547,42.696814565042075,37.45442050506255,32.84182085734423",38.54166666666667,61.43129201394911,3381.218587398529
antique,topn100,qld,acg,100,74.59079443594776,52.29219091758228,"60.65129622785007,54.056716102134175,49.327783166201556,45.13296817414327",51.5625,76.87519976931773,17653.020263910294
antique,topn100,qld,hredqs,100,76.75894953270023,51.119043691537655,"59.15038615293964,52.873420821181696,48.3551540238852,44.09721376814409",61.45833333333334,78.88031487668427,3487.180443048477
antique,topn5,bm25,seq2seq,100,57.28571978274578,47.91135720644893,"53.518578597916125,49.06038120751492,45.822818629105164,43.243650391259536",40.27777777777778,58.14302722235018,4052.495535850525
antique,topn5,bm25,acg,100,88.06131261394306,69.79710020586644,"75.35140403187998,71.48842848334654,68.04645135900775,64.30211694923152",77.08333333333334,88.69760432395724,17682.530663490295
antique,topn5,bm25,hredqs,100,89.94550456620055,72.91408257659003,"79.40816801165771,74.75542570572333,70.79389356390847,66.69884302507066",79.8611111111111,91.14324826221564,2324.803087472916
antique,topn5,qld,seq2seq,100,46.081759568034535,29.95441779835811,"38.495575221196354,31.655576768564327,26.92478199782032,22.74173720585144",22.65625,47.218760642108926,2414.3090977668758
antique,topn5,qld,acg,100,76.67794253525628,48.88950084694628,"57.90580237579606,50.75672365421519,45.802165280639365,41.09331207713449",61.71875,78.60650496115029,10485.466384887697
antique,topn5,qld,hredqs,100,80.1328272906799,54.2749059811686,"62.56987336155348,55.873486199126596,51.52765214903453,47.128612214959794",68.75,81.76698935419539,2038.112910747528
clueweb09b,topn1,bm25,seq2seq,100,0.0,1.3092815463160679e-15,"1.0375243059578919e-15,1.1764419826045821e-15,1.3723680682805893e-15,1.6507918284212087e-15",0.0,0.0,919.4558770656586
clueweb09b,topn1,bm25,acg,100,56.42297559712539,16.160725739608562,"36.53927490628601,19.54658330230153,8.556005826879645,0.0010389229670677745",0.0,59.53869047619048,2407.593287706375
clueweb09b,topn1,bm25,hredqs,100,0.0,1.3671616737994438e-15,"8.741222219169569e-16,1.050564164043544e-15,1.3587208023494597e-15,2.1852395068878156e-15",0.0,0.0,768.9144413471222
clueweb09b,topn1,qld,seq2seq,100,0.0,2.1793220255582712e-16,"1.6222154697197427e-16,1.886896139389373e-16,2.294280745787295e-16,2.913895747336674e-16",0.0,0.0,880.2558057308197
clueweb09b,topn1,qld,acg,100,34.45843517533226,2.913716865143339,"5.669014299024144,3.590189569552414,2.3953425386127587,0.00032105338403983825",4.166666666666666,39.79845495041259,2080.622154712677
clueweb09b,topn1,qld,hredqs,100,0.0,1.881565163302544e-16,"1.2775427045010628e-16,1.519037011585616e-16,1.9228660175129526e-16,2.8068149196105445e-16",0.0,0.0,653.7155699729921
clueweb09b,topn100,bm25,seq2seq,100,19.88438053768715,2.518023193579676,"4.253673627220222,2.803246732460617,1.8724468527511067,1.1427255618867578",4.166666666666666,20.711440094432422,2522.480132818222
clueweb09b,topn100,bm25,acg,100,34.65253593880784,1.7450607587122822,"2.975460122698474,1.9724860661702777,1.3029562322483454,0.7293406137320319",4.166666666666666,35.33464593814885,11236.558721542358
clueweb09b,topn100,bm25,hredqs,100,23.94909520902617,9.92612034099208,"16.299284232625546,11.423411313538628,7.708494454925413,4.27329136287873",6.25,24.595922050678197,1826.496685028076
clueweb09b,topn100,qld,seq2seq,100,23.273808330202908,14.947273434921634,"24.730963676089516,16.37101008732925,11.02152449973068,7.6655954765371",2.083333333333333,25.109366758876554,2794.229586839676
clueweb09b,topn100,qld,acg,100,37.545358073859305,5.965678175476499,"9.888475836423876,6.763481640409196,4.446276617457799,2.7644786076151235",0.0,39.453162402447354,12944.716737031937
clueweb09b,topn100,qld,hredqs,100,27.546565168173338,17.397144576162074,"26.82594713341787,19.513362508919503,14.28066420830384,8.968604454007103",4.166666666666666,30.19224297818319,1826.026386499405
clueweb09b,topn5,bm25,seq2seq,100,13.145726168666036,1.8623633263878767,"3.149001536095892,2.119302797207253,1.369890546186149,0.8112584260622144",0.0,13.335141720102134,2004.811934232712
clueweb09b,topn5,bm25,acg,100,39.748065370184534,1.6420032254479948,"2.8239723878246554,1.822144076513407,1.1956428374915258,0.7262535999623911",5.0,40.954770874812226,8783.494932413101
clueweb09b,topn5,bm25,hredqs,100,23.938465030570878,10.829080009687948,"15.223514876255056,11.581359637267143,9.22081766989701,7.290627855332586",5.0,24.79718934434959,1611.1295697689056
clueweb09b,topn5,qld,seq2seq,100,21.922642272051387,12.148624615369368,"18.976916902315402,13.21309302387261,9.601140446168351,6.80334808912111",0.0,24.028960306046766,1743.009628534317
clueweb09b,topn5,qld,acg,100,39.312281926443006,12.883571643645674,"19.421421359309594,14.055257386093473,10.362218821116349,7.695389008063272",0.0,42.50225172131316,6218.265824556352
clueweb09b,topn5,qld,hredqs,100,30.94927253150567,13.09959655090523,"18.219348675831803,14.014352719933164,11.190546094149688,8.974138713706266",5.357142857142857,33.162354847380165,1200.2898728847506
clueweb12b13,topn1,bm25,seq2seq,100,0.0,6.302876677160587e-16,"4.963018470548309e-16,5.627533982245226e-16,6.564750369818769e-16,8.056203886030044e-16",0.0,0.0,686.6148648262024
clueweb12b13,topn1,bm25,acg,100,39.300073398320066,2.837829841571071,"5.86321418700254,3.468724291546082,2.019020386731236,0.0003605010044254054",0.0,42.90059205500382,1468.076328754425
clueweb12b13,topn1,bm25,hredqs,100,0.0,5.054832150587785e-16,"3.715368076962095e-16,4.3133904669154763e-16,5.227611156105103e-16,6.962958902368465e-16",0.0,0.0,601.0816369056703
clueweb12b13,topn1,qld,seq2seq,100,0.0,9.031364064057351e-16,"6.807217141353784e-16,7.840219877441772e-16,9.375803614559738e-16,1.2102215622874111e-15",0.0,0.0,625.833847284317
clueweb12b13,topn1,qld,acg,100,47.208658591913576,16.164627308792596,"19.502389093349443,16.420042361805063,14.504866425696274,14.231211354319598",0.0,49.19070512820514,1441.9877276420593
clueweb12b13,topn1,qld,hredqs,100,0.0,8.799503827288054e-16,"6.339145942943005e-16,7.402527635177965e-16,9.062778132282245e-16,1.2393563598749e-15",0.0,0.0,653.8972477912903
clueweb12b13,topn100,bm25,seq2seq,100,19.833744218371546,5.6091520560012045,"9.594522661131341,6.21839170259397,4.287914850871209,2.335779009408293",0.0,20.232056590752247,1674.5176365375519
clueweb12b13,topn100,bm25,acg,100,42.11399510858439,10.743240026946372,"14.153320419164544,11.707241863110303,9.503118184266137,7.609279641244505",0.0,44.378454036634814,7070.305437088013
clueweb12b13,topn100,bm25,hredqs,100,25.055297551743745,7.121424730172187,"10.950708164687821,7.6567997445659275,5.757614471441728,4.1205765399932766",0.0,26.494266806766802,1389.8214375972748
clueweb12b13,topn100,qld,seq2seq,100,46.61153003220532,22.692528537086396,"33.3785254800076,25.61890696999037,18.746253470510947,13.026428227836645",15.340909090909092,47.65720470977447,6970.996489286424
clueweb12b13,topn100,qld,acg,100,49.251264499157784,27.989815003445887,"38.91810668667249,30.98898059378102,23.82443062115421,18.227742112175825",15.909090909090908,50.44193181173598,28967.128345489502
clueweb12b13,topn100,qld,hredqs,100,53.891777103002795,25.154749825428294,"35.375877904549654,28.0322676826687,21.604922694381283,15.605931020113548",22.72727272727273,55.422718663800964,3964.3969340324397
clueweb12b13,topn5,bm25,seq2seq,100,11.586484418666792,5.605915702665858,"8.603506278719191,5.9653100642981975,4.393319524022282,3.461526943623764",0.0,12.260686438318016,1070.8439567089079
clueweb12b13,topn5,bm25,acg,100,45.37214048402854,4.473298296925392,"7.129798903101343,5.226833667664222,3.609159373598689,1.9274012433373073",0.0,49.39415257851171,4181.066514492035
clueweb12b13,topn5,bm25,hredqs,100,11.456510288409929,3.4512511929832117,"5.318391196825539,3.880170814142942,2.5821430877801363,2.0242996731842333",0.0,11.654040404040403,954.62415933609
clueweb12b13,topn5,qld,seq2seq,100,42.02749372147743,25.593125041148447,"35.39094650176634,28.62509909693501,22.93537674037463,15.42107782551781",20.0,42.51763089920984,1525.8684227466586
clueweb12b13,topn5,qld,acg,100,65.02661116610578,38.23645772056434,"49.64314573857337,42.5239338022415,34.526905098999684,26.251846242442827",30.0,65.2304668112858,6397.826414346696
clueweb12b13,topn5,qld,hredqs,100,53.964490417327994,25.3863161357582,"36.02484472038502,28.81596599169111,21.75324668626119,14.951207144695461",25.0,55.112355426613725,1248.9784586429594
dbpedia,topn1,bm25,seq2seq,100,1.3018992775713272,0.20628076700726145,"0.5935372161630404,0.2315840096427938,1.8367122767656822e-06,5.510934808235025e-09",0.0,1.2340561224489797,2138.7288873195653
dbpedia,topn1,bm25,acg,100,19.49526681189832,3.6614350664070696,"6.090900369843328,4.11272154700984,2.7368578665033776,1.7052604822717348",0.0,21.218298299807344,6589.632778882979
dbpedia,topn1,bm25,hredqs,100,2.376009530343789,0.3178033747897769,"0.9734609773951212,0.2977503396590618,2.175862332102756e-06,6.242592723789638e-09",0.0,2.1161252449110837,1071.3231089115145
dbpedia,topn1,qld,seq2seq,100,2.780981371722228,0.3961171884648433,"1.14566284778957,0.4388033475027258,2.552370804210215e-06,6.196273103767761e-09",0.0,2.122035389292852,1267.1383488178253
dbpedia,topn1,qld,acg,100,19.62288430850649,8.726599182215644,"14.610965330474707,9.924316154745048,6.654687367865531,3.7164278757772964",0.0,21.38104524095653,3092.8704755306244
dbpedia,topn1,qld,hredqs,100,4.98216162030669,2.2266108968061875,"3.9689805233711817,2.4279061594111067,1.4927169467109693,1.0168399577314928",0.0,4.706959706959707,992.9080708026886
dbpedia,topn100,bm25,seq2seq,100,33.823318436473215,18.53580292535791,"26.98421188912958,19.803011486834745,15.425839322480838,11.93014900298647",7.675438596491229,36.05196854228196,6530.117394208907
dbpedia,topn100,bm25,acg,100,36.44308544661144,18.839234400222168,"27.028910026765413,20.253999570734376,15.831672454784806,12.242355548604067",9.649122807017543,38.77293928099686,27082.16115498543
dbpedia,topn100,bm25,hredqs,100,47.255819449780205,24.92878809181911,"32.54496874193344,26.61901248986774,22.217616766211133,18.333554369264125",17.543859649122805,49.78911029522827,5313.605694770813
dbpedia,topn100,qld,seq2seq,100,30.467628054998336,17.10147398694025,"24.89079256452366,18.278692173427345,14.16124703225185,11.075164177558143",8.055555555555555,31.841295636286343,6107.691990375519
dbpedia,topn100,qld,acg,100,37.28460923070632,19.786767687509162,"27.925613583039127,21.285048087087308,16.766800392062887,13.169608687847315",10.833333333333336,38.66579707645072,23557.806339740757
dbpedia,topn100,qld,hredqs,100,41.61708364140964,22.272677282021604,"29.403832689146114,23.733132347520403,19.72310286909745,16.230641222322433",15.555555555555555,43.55338740975111,4370.146094560623
dbpedia,topn5,bm25,seq2seq,100,26.101526782237137,15.721710385575776,"23.417489937788723,16.67173632697328,12.836105287823818,9.961509989717273",3.90625,27.109842674623465,7305.27427482605
dbpedia,topn5,bm25,acg,100,34.569200187187,19.326172613050034,"28.18696883851693,20.769352302738437,15.987015541128663,12.361353769816109",8.203125,36.25564698892861,26269.29207801819
dbpedia,topn5,bm25,hredqs,100,42.0541374960549,25.631775100181766,"35.76965669987606,27.05580564259456,21.94067825013844,17.760959808117995",15.625,44.45158127368465,3551.748296022415
dbpedia,topn5,qld,seq2seq,100,25.67923876988948,14.276217572622972,"22.30066445181798,15.363233068900332,11.275085607451715,8.165887162321868",5.5555555555555545,27.093805724262328,4066.711503505707
dbpedia,topn5,qld,acg,100,32.465408561779,16.523597752407472,"26.296603818954704,17.87551135066404,12.82712726964986,9.09514857036128",8.333333333333332,34.493491065102496,9566.93515086174
dbpedia,topn5,qld,hredqs,100,37.3739655916611,21.795935308489998,"30.055108720723865,23.14464345445028,18.69473431315001,15.289254745635839",14.351851851851851,39.311267157234724,2572.5867908000946
gov2,topn1,bm25,seq2seq,100,0.0,2.167836860887416e-15,"1.6212286425670776e-15,1.8720335863983174e-15,2.248194315216897e-15,2.929890899367372e-15",0.0,0.0,701.4660043716431
gov2,topn1,bm25,acg,100,43.426443289472296,10.076775034164097,"16.324242231131677,12.520122260533013,11.460416895465146,0.0023187495265546577",0.0,48.22802197802199,1492.25505900383
gov2,topn1,bm25,hredqs,100,0.0,2.1783122722897817e-15,"1.3615341418057179e-15,1.6363603871778055e-15,2.1163456495812e-15,3.599008910594403e-15",0.0,0.0,628.1561472415924
gov2,topn1,qld,seq2seq,100,0.0,1.3911332602129347e-15,"1.2009927119882055e-15,1.3079502711407653e-15,1.44125775146171e-15,1.6143323062610586e-15",0.0,0.0,845.9256823062898
gov2,topn1,qld,acg,100,40.8649952597434,4.069196633982569,"9.069241815332004,7.207502542997657,4.2056786070708313e-05,1.208145439288658e-07",0.0,43.47909035409036,2280.6370422840123
gov2,topn1,qld,hredqs,100,0.0,1.084374379833071e-15,"8.233551185760607e-16,9.45963011796999e-16,1.1266789307937615e-15,1.4415004581654627e-15",0.0,0.0,719.1470470428467
gov2,topn100,bm25,seq2seq,100,22.305028468671207,11.51946139611925,"19.471110780929248,13.056113761261493,8.313944032741153,5.236677009545102",0.0,23.436023748930364,2831.397321224213
gov2,topn100,bm25,acg,100,28.86857260388789,15.104212653943751,"24.782236674026286,16.96888106643962,11.304666353087555,7.3610665222215514",0.0,30.37971084623191,12834.875038385393
gov2,topn100,bm25,hredqs,100,31.46263245288393,17.800986953622203,"25.691235330241348,19.317769540051014,14.804542725378461,11.390400218817993",0.0,32.86147522651707,2051.0908937454224
gov2,topn100,qld,seq2seq,100,17.56324513477585,12.050030323512745,"18.855374042711986,12.657139752165122,9.564688554197945,7.122918944975922",0.0,18.25505583566651,2149.0819551944733
gov2,topn100,qld,acg,100,29.906978300186047,14.753447235362833,"21.96980833905009,16.105998136407663,11.99650178686538,8.9414806791282",0.0,31.83849015957341,10160.198143482208
gov2,topn100,qld,hredqs,100,27.85829569097925,14.616447660168536,"20.25872077965403,15.76527333713678,12.42396116664363,10.017835357239699",0.0,30.13255240907552,1649.9932503700256
gov2,topn5,bm25,seq2seq,100,11.08875136933814,5.872347935012393,"11.206923960954644,5.944232631652336,3.853312255799273,2.4849228916433224",0.0,13.09845617130834,2009.582946777344
gov2,topn5,bm25,acg,100,33.464464652565105,5.72707206756153,"9.76562499999237,6.602767615061278,4.259098229034177,2.2807974261582946",0.0,36.77601247229107,8795.532130241394
gov2,topn5,bm25,hredqs,100,13.2333877939125,5.4380301032328315,"9.269535301887272,6.1316371819685145,4.121493744126608,2.2294541849489353",0.0,14.188041361517268,1623.9706716537476
gov2,topn5,qld,seq2seq,100,25.168569803595872,12.803778420738473,"24.182349127985322,13.754315924579286,7.990419621911374,5.288029008477911",0.0,28.393926150542956,1922.375476360321
gov2,topn5,qld,acg,100,32.269406549877694,4.353915830598772,"7.376362112315695,4.848482879434129,3.2177027710019392,1.9731155596433212",0.0,34.84850063758739,7124.096996068954
gov2,topn5,qld,hredqs,100,19.402420956784827,8.041257384513523,"12.820788941483407,8.45984301053755,6.347743123082425,4.536654462950709",0.0,21.40176381525666,1337.4463703632355
robust04,topn1,bm25,seq2seq,100,0.3292314335060449,0.0654113787478156,"0.2616455051236584,9.825673291099664e-09,3.923655993332234e-11,2.694115425970371e-12",0.0,0.3676470588235294,1398.932368516922
robust04,topn1,bm25,acg,100,31.53640616455146,5.573375522738901,"10.096206808316898,7.3994608490460525,4.79713368340918,0.0007007501834691367",0.0,34.43645304858541,4370.300678014755
robust04,topn1,bm25,hredqs,100,0.6550687285223368,0.0367175797223899,"0.1468703128073724,6.047869414903853e-09,3.104810743444541e-11,3.2696644945124872e-12",0.0,0.6944444444444444,1068.361678123474
robust04,topn1,qld,seq2seq,100,0.0,1.2112962034787844e-16,"7.540543957062107e-17,9.483768790188546e-17,1.368942907045627e-16,1.7738106321444457e-16",0.0,0.0,962.4075417518616
robust04,topn1,qld,acg,100,17.144831047931998,0.9135247977951184,"1.762312756172448,1.2380250166390625,0.6536661961462211,9.522222274085047e-05",0.0,19.288578092126688,2009.8320281505585
robust04,topn1,qld,hredqs,100,0.0,1.4037085572602532e-16,"7.777114446740611e-17,9.749128900942868e-17,1.3942495570761314e-16,2.467960337196533e-16",0.0,0.0,689.7970361709595
robust04,topn100,bm25,seq2seq,100,30.666404723256946,12.76831111695941,"19.730941704029068,13.848370926217907,10.133712251314513,7.360219586276149",1.7857142857142856,31.9382243347978,7938.784975528717
robust04,topn100,bm25,acg,100,30.59577397640391,18.651608087867075,"29.068324141328215,20.312613688170504,14.533069200419657,10.692425321549912",0.4464285714285714,32.10661863541894,32762.194620847706
robust04,topn100,bm25,hredqs,100,37.33464287288924,23.652718590117,"35.51277955684369,25.893873937305084,19.378025954227848,13.826194912091372",2.232142857142857,39.418990353796296,3799.3842208385468
robust04,topn100,qld,seq2seq,100,25.905485588994466,13.917474360014758,"23.426458549182676,15.456091433769977,10.39686996181306,6.390477495293319",0.5681818181818182,27.174006632380138,5526.143976211548
robust04,topn100,qld,acg,100,28.18519137019552,15.230027653939477,"25.347979504398616,16.653592520791523,11.484239569769183,7.4342990207985835",1.7045454545454544,29.982002474778877,21480.887313604355
robust04,topn100,qld,hredqs,100,34.432695979689875,22.18601671964875,"33.08050517531819,23.987131723966492,17.98830318965055,13.68812678965979",0.5681818181818182,36.48642028596608,4152.183660030365
robust04,topn5,bm25,seq2seq,100,22.288331715869845,12.510717675522814,"21.570202853996165,13.337500315762057,8.954916840989457,6.180250691343587",0.0,24.37877704827084,4051.710602521896
robust04,topn5,bm25,acg,100,26.45022497246061,13.524882907456973,"23.695537787133325,15.123123146235603,9.669216793706429,5.611653902752532",0.0,28.444048817027177,17690.613107919693
robust04,topn5,bm25,hredqs,100,34.82124418205457,21.04079630189516,"32.657289592409164,22.78828651250343,16.660563358103676,12.05704574456437",1.4705882352941175,37.380012362308406,2351.2773778438573
robust04,topn5,qld,seq2seq,100,18.721988042990727,11.496656524468735,"18.60303578660913,12.105044263966604,8.6488162687079,6.629729778591307",0.78125,20.198800302813424,2552.080416440964
robust04,topn5,qld,acg,100,26.976437324475718,9.072476871787462,"15.19379844960455,9.960820361944037,6.704554085743595,4.430734589857659",0.0,28.725892638537672,11072.28657221794
robust04,topn5,qld,hredqs,100,31.06126024307701,19.997091342657786,"30.94695086198231,21.27372694488952,15.744599339688733,12.023088224070575",1.5625,34.29124559911638,2042.5601451396944
